OBJECTID,DATE,COUNTY,FACILITY_NAME,Staff_Private,Residents_Private,Staff_Public,Patients_Public,Inmates_Public,Youth_Public
5206,2020/05/06 14:00:00+00,Baltimore County,Edenwald,3,1,,,,
5207,2020/05/06 14:00:00+00,Baltimore County,Forest Haven Nursing & Rahab Center,0,1,,,,
5208,2020/05/06 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,36,67,,,,
5209,2020/05/06 14:00:00+00,Baltimore County,Futurecare Cherrywood,25,61,,,,
5210,2020/05/06 14:00:00+00,Baltimore County,FutureCare Courtland,6,12,,,,
5211,2020/05/06 14:00:00+00,Baltimore County,FutureCare Northpoint,1,4,,,,
5212,2020/05/06 14:00:00+00,Baltimore County,FutureCare Old Court,37,73,,,,
5213,2020/05/06 14:00:00+00,Baltimore County,Genesis Catonsville Commons,5,24,,,,
5214,2020/05/06 14:00:00+00,Baltimore County,Genesis Cromwell Center,7,29,,,,
5215,2020/05/06 14:00:00+00,Baltimore County,Genesis Loch Raven,19,69,,,,
5216,2020/05/06 14:00:00+00,Baltimore County,Genesis Multi-Medical Center,1,0,,,,
5217,2020/05/06 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,7,35,,,,
5218,2020/05/06 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,3,2,,,,
5219,2020/05/06 14:00:00+00,Baltimore County,Lorien Mays Chapel,1,0,,,,
5220,2020/05/06 14:00:00+00,Baltimore County,ManorCare Health Services- Rossville,12,39,,,,
5221,2020/05/06 14:00:00+00,Baltimore County,ManorCare Health Services- Towson,6,4,,,,
5222,2020/05/06 14:00:00+00,Baltimore County,Maryland Masonic Homes,11,22,,,,
5223,2020/05/06 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,14,20,,,,
5224,2020/05/06 14:00:00+00,Baltimore County,New Life Health Living,2,4,,,,
5225,2020/05/06 14:00:00+00,Baltimore County,Oak Crest,11,16,,,,
5226,2020/05/06 14:00:00+00,Baltimore County,Oakwood Care Center,10,51,,,,
5227,2020/05/06 14:00:00+00,Baltimore County,Orchard Hill Health and Rehab,7,19,,,,
5228,2020/05/06 14:00:00+00,Baltimore County,Patapsco Valley Center,8,37,,,,
5229,2020/05/06 14:00:00+00,Baltimore County,Ridgeway Manor,2,12,,,,
5230,2020/05/06 14:00:00+00,Baltimore County,Spring Grove Psychiatric Hospital,,,10,30,,
5231,2020/05/06 14:00:00+00,Baltimore County,Stella Maris,9,13,,,,
5232,2020/05/06 14:00:00+00,Baltimore County,Summit Park Health & Rehabilitation Center,5,10,,,,
5233,2020/05/06 14:00:00+00,Baltimore County,Sunrise of Pikesville,1,0,,,,
5234,2020/05/06 14:00:00+00,Baltimore County,Village at Augsburg,13,32,,,,
5235,2020/05/06 14:00:00+00,Calvert,Calvert County Nursing Center,3,0,,,,
5236,2020/05/06 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,4,,,,
5237,2020/05/06 14:00:00+00,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,0,1,,,,
5238,2020/05/06 14:00:00+00,Carroll,Carroll Lutheran Village,12,38,,,,
5239,2020/05/06 14:00:00+00,Carroll,Central Maryland Correctional Facility (Formerly CLF),,,0,,0,
5240,2020/05/06 14:00:00+00,Carroll,Fairhaven,5,32,,,,
5241,2020/05/06 14:00:00+00,Carroll,Lorien Mount Airy,5,1,,,,
5242,2020/05/06 14:00:00+00,Carroll,Pleasant View Nursing Home,42,84,,,,
5243,2020/05/06 14:00:00+00,Carroll,Springfield Hospital Center,,,4,0,,
5244,2020/05/06 14:00:00+00,Carroll,Westminster Healthcare Center,6,75,,,,
5245,2020/05/06 14:00:00+00,Cecil,Calvert Manor Healthcare Center,15,61,,,,
5246,2020/05/06 14:00:00+00,Charles,Charles County Detention Center,,,3,1,,
5247,2020/05/06 14:00:00+00,Charles,Genesis La Plata,4,0,,,,
5248,2020/05/06 14:00:00+00,Charles,Genesis Waldorf,2,0,,,,
5249,2020/05/06 14:00:00+00,Charles,Restore Health Rehabilitation Center,2,7,,,,
5250,2020/05/06 14:00:00+00,Charles,Sagepoint Nursing & Rehabilitation,32,97,,,,
5251,2020/05/06 14:00:00+00,Charles,The Charleston Senior Community,9,32,,,,
5252,2020/05/06 14:00:00+00,Dorchester,Chesapeake Woods Center,1,0,,,,
5253,2020/05/06 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,40,88,,,,
5254,2020/05/06 14:00:00+00,Frederick,Citizens Care and Rehabilitation Center of Frederick,8,11,,,,
5255,2020/05/06 14:00:00+00,Frederick,Country Meadows of Frederick,19,24,,,,
5256,2020/05/06 14:00:00+00,Frederick,Edenton Retirement Community,2,0,,,,
5257,2020/05/06 14:00:00+00,Frederick,Frederick Health and Rehabilitation Center,20,27,,,,
5258,2020/05/06 14:00:00+00,Frederick,Glade Valley Center - Genesis Healthcare,2,1,,,,
5259,2020/05/06 14:00:00+00,Frederick,HeartFields Assisted Living at Frederick,18,9,,,,
5260,2020/05/06 14:00:00+00,Frederick,Homewood at Frederick,26,22,,,,
5261,2020/05/06 14:00:00+00,Frederick,Northampton Manor Nursing and Rehabilitation Center,18,50,,,,
5262,2020/05/06 14:00:00+00,Frederick,Somerford House Frederick,5,1,,,,
5263,2020/05/06 14:00:00+00,Frederick,Spring Arbor Senior Living,1,0,,,,
5264,2020/05/06 14:00:00+00,Frederick,Tranquility of Frederickstowne,2,3,,,,
5265,2020/05/06 14:00:00+00,Frederick,Victor Cullen Center/Savage Mountain Youth Center,,,0,,,0
5266,2020/05/06 14:00:00+00,Garrett,Backbone Mountain Youth Center,,,0,,,0
5267,2020/05/06 14:00:00+00,Garrett,Meadow Mountain Youth Center*,,,0,,,0
5268,2020/05/06 14:00:00+00,Harford,Bel Air Health and Rehabilitation Center,16,45,,,,
5269,2020/05/06 14:00:00+00,Harford,Forest Hill Health & Rehab Center,26,89,,,,
5270,2020/05/06 14:00:00+00,Howard,Ellicott City Healthcare Center,31,104,,,,
5271,2020/05/06 14:00:00+00,Howard,Howard County Detention Center,,,1,0,,
5272,2020/05/06 14:00:00+00,Howard,Lorien Columbia,3,6,,,,
5273,2020/05/06 14:00:00+00,Howard,Lorien Elkridge,1,13,,,,
5274,2020/05/06 14:00:00+00,Howard,Residences at Vantage Point,3,3,,,,
5275,2020/05/06 14:00:00+00,Howard,Sunrise of Columbia,5,11,,,,
5276,2020/05/06 14:00:00+00,Kent,Autumn Lake Kent County,13,55,,,,
5277,2020/05/06 14:00:00+00,Kent,The Resort at Chester Manor,1,5,,,,
5278,2020/05/06 14:00:00+00,Montgomery,Alfred D. Noyes Children's Center,,,2,,,0
5279,2020/05/06 14:00:00+00,Montgomery,Alfred House,2,8,,,,
5280,2020/05/06 14:00:00+00,Montgomery,Althea Woodland,5,9,,,,
5281,2020/05/06 14:00:00+00,Montgomery,Arcola Health and Rehabilitation Center,15,12,,,,
5282,2020/05/06 14:00:00+00,Montgomery,Arden Courts of Kensington,0,2,,,,
5283,2020/05/06 14:00:00+00,Montgomery,Arden Courts of Potomac,6,18,,,,
5284,2020/05/06 14:00:00+00,Montgomery,Arden Courts of Silver Spring,0,1,,,,
5285,2020/05/06 14:00:00+00,Montgomery,Aspenwood Senior Living Community,0,2,,,,
5286,2020/05/06 14:00:00+00,Montgomery,Autumn Lake Healthcare at Oakview,4,51,,,,
5287,2020/05/06 14:00:00+00,Montgomery,Bedford Court,7,2,,,,
5288,2020/05/06 14:00:00+00,Montgomery,Bel Pre Healthcare Center,10,52,,,,
5289,2020/05/06 14:00:00+00,Montgomery,Bethesda Health and Rehab,20,28,,,,
5290,2020/05/06 14:00:00+00,Montgomery,Brighton Gardens at Frienship Heights,0,1,,,,
5291,2020/05/06 14:00:00+00,Montgomery,Brighton Gardens of Tuckerman Lane,16,24,,,,
5292,2020/05/06 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,6,2,,,,
5293,2020/05/06 14:00:00+00,Montgomery,Brightview West End - Brightview Senior Living,5,3,,,,
5294,2020/05/06 14:00:00+00,Montgomery,Brookdale Potomac Assisted Living,0,11,,,,
5295,2020/05/06 14:00:00+00,Montgomery,Brooke Grove Retirement Community,21,53,,,,
5296,2020/05/06 14:00:00+00,Montgomery,"Cadia Healthcare of Springbrook, MD",26,16,,,,
5297,2020/05/06 14:00:00+00,Montgomery,Cadia Healthcare Wheaton,5,19,,,,
5298,2020/05/06 14:00:00+00,Montgomery,Carriage Hill,14,12,,,,
5299,2020/05/06 14:00:00+00,Montgomery,Cedar Creek Memory Care Homes- Maple Ridge,9,9,,,,
5300,2020/05/06 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,17,51,,,,
5301,2020/05/06 14:00:00+00,Montgomery,Fairland Center,4,1,,,,
5302,2020/05/06 14:00:00+00,Montgomery,Fox Chase Rehabilitation & Nursing,3,9,,,,
5303,2020/05/06 14:00:00+00,Montgomery,Friends House Retirement Community,13,18,,,,
5304,2020/05/06 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,20,19,,,,
5305,2020/05/06 14:00:00+00,Montgomery,Ingleside at King Farm,2,1,,,,
5306,2020/05/06 14:00:00+00,Montgomery,Kensington Healthcare Center,8,58,,,,
5307,2020/05/06 14:00:00+00,Montgomery,Kensington Park,19,25,,,,
5308,2020/05/06 14:00:00+00,Montgomery,Layhill Center,3,10,,,,
5309,2020/05/06 14:00:00+00,Montgomery,Manor Care Silver Spring,22,59,,,,
5310,2020/05/06 14:00:00+00,Montgomery,Manor Care Wheaton,17,51,,,,
5311,2020/05/06 14:00:00+00,Montgomery,ManorCare Health Services - Chevy Chase,4,12,,,,
5312,2020/05/06 14:00:00+00,Montgomery,ManorCare Health Services Bethesda,10,12,,,,
5313,2020/05/06 14:00:00+00,Montgomery,ManorCare Potomac,11,24,,,,
5314,2020/05/06 14:00:00+00,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",3,2,,,,
5315,2020/05/06 14:00:00+00,Montgomery,Montgomery Village Health Care Center,16,46,,,,
5316,2020/05/06 14:00:00+00,Montgomery,Oak Manor Center,6,10,,,,
5317,2020/05/06 14:00:00+00,Montgomery,Olney Memory Care,3,3,,,,
5318,2020/05/06 14:00:00+00,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,19,33,,,,
5319,2020/05/06 14:00:00+00,Montgomery,Regency Care of Silver Spring,31,53,,,,
5320,2020/05/06 14:00:00+00,Montgomery,Rockville Nursing Home,16,37,,,,
5321,2020/05/06 14:00:00+00,Montgomery,Seabury at Springvale Terrace,1,1,,,,
5322,2020/05/06 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,11,10,,,,
5323,2020/05/06 14:00:00+00,Montgomery,Sligo Creek Center - Genesis Healthcare,3,5,,,,
5324,2020/05/06 14:00:00+00,Montgomery,Sunrise at Montgomery Village,1,5,,,,
5325,2020/05/06 14:00:00+00,Montgomery,Sunrise of Chevy Chase,5,5,,,,
5326,2020/05/06 14:00:00+00,Montgomery,Sunrise of Rockville,4,0,,,,
5327,2020/05/06 14:00:00+00,Montgomery,Sunrise Senior Living in Bethesda,9,6,,,,
5328,2020/05/06 14:00:00+00,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,7,5,,,,
5329,2020/05/06 14:00:00+00,Montgomery,The Landing of Silver Spring,11,13,,,,
5330,2020/05/06 14:00:00+00,Montgomery,The Manor,1,1,,,,
5331,2020/05/06 14:00:00+00,Montgomery,Tribute at Black Hill,7,4,,,,
5332,2020/05/06 14:00:00+00,Montgomery,Village at Rockville,12,24,,,,
5333,2020/05/06 14:00:00+00,Montgomery,Wilson Health Care Center at Asbury Methodist Village,21,50,,,,
5334,2020/05/06 14:00:00+00,Montgomery,Wintergrowth Assisted Living,1,2,,,,
5335,2020/05/06 14:00:00+00,Prince George's,Adelphi Nursing and Rehabilitation,9,28,,,,
5336,2020/05/06 14:00:00+00,Prince George's,Arbor Terrace Senior Living,0,1,,,,
5337,2020/05/06 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,14,19,,,,
5338,2020/05/06 14:00:00+00,Prince George's,Bradford Oaks Center,7,0,,,,
5339,2020/05/06 14:00:00+00,Prince George's,Brookdale Woodward Estates,4,5,,,,
5340,2020/05/06 14:00:00+00,Prince George's,Cadia Hyattsville,15,13,,,,
5341,2020/05/06 14:00:00+00,Prince George's,Cheltenham Youth Detention Center,,,0,,,0
5342,2020/05/06 14:00:00+00,Prince George's,Clinton Nursing and Rehabilitation Center,33,136,,,,
5343,2020/05/06 14:00:00+00,Prince George's,Collington,5,11,,,,
5344,2020/05/06 14:00:00+00,Prince George's,Crescent Cities,4,17,,,,
5345,2020/05/06 14:00:00+00,Prince George's,Doctors Community Rehabilitation and Patient Care Center,3,22,,,,
5346,2020/05/06 14:00:00+00,Prince George's,Forestville Healthcare Center,9,20,,,,
5347,2020/05/06 14:00:00+00,Prince George's,Fort Washington Health Center,7,10,,,,
5348,2020/05/06 14:00:00+00,Prince George's,Future Care Capitol Region,16,23,,,,
5349,2020/05/06 14:00:00+00,Prince George's,Future Care Pineview,14,5,,,,
5350,2020/05/06 14:00:00+00,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",13,32,,,,
5351,2020/05/06 14:00:00+00,Prince George's,Hyattsville Health and Rehab,9,30,,,,
5352,2020/05/06 14:00:00+00,Prince George's,Largo Nursing & Rehabilitation Center,6,8,,,,
5353,2020/05/06 14:00:00+00,Prince George's,Larkin Chase Center,13,75,,,,
5354,2020/05/06 14:00:00+00,Prince George's,Patuxent River Health and Rehabilitation Center,14,8,,,,
5355,2020/05/06 14:00:00+00,Prince George's,Prince George's County Jail,,,31,19,,
5356,2020/05/06 14:00:00+00,Prince George's,Riderwood - Arbor Ridge,44,61,,,,
5357,2020/05/06 14:00:00+00,Prince George's,Sacred Heart Home Inc,3,1,,,,
5358,2020/05/06 14:00:00+00,Prince George's,The W Assisted LIving,0,2,,,,
5359,2020/05/06 14:00:00+00,Prince George's,Villa Rosa Nursing & Rehabilitation Center,3,15,,,,
5360,2020/05/06 14:00:00+00,Queen Anne's,Corsica Hills Center,4,0,,,,
5361,2020/05/06 14:00:00+00,Queen Anne's,Eastern Pre-Release Unit,,,0,,0,
5362,2020/05/06 14:00:00+00,Somerset,Eastern Correctional Institution,,,1,,0,
5363,2020/05/06 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,0,,0,
5364,2020/05/06 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,6,15,,,,
5365,2020/05/06 14:00:00+00,St. Mary's,Chesapeake Shores,2,0,,,,
5366,2020/05/06 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,0,,0,
5367,2020/05/06 14:00:00+00,Washington,Homewood Hilltop,1,4,,,,
5368,2020/05/06 14:00:00+00,Washington,Maryland Correctional Institution - Hagerstown,,,0,,0,
5369,2020/05/06 14:00:00+00,Washington,Maryland Correctional Training Center,,,2,,0,
5370,2020/05/06 14:00:00+00,Washington,Roxbury Correctional Institution,,,0,,1,
5371,2020/05/06 14:00:00+00,Washington,Sterling Care South Mountain,4,7,,,,
5372,2020/05/06 14:00:00+00,Washington,Western Maryland Children's Center,,,0,,,0
5373,2020/05/06 14:00:00+00,Wicomico,Anchorage Healthcare Center,0,10,,,,
5374,2020/05/06 14:00:00+00,Wicomico,Lower Eastern Shore Children's Center/J. DeWeese Carter Center,,,1,,,0
5375,2020/05/06 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,4,21,,,,
5376,2020/05/06 14:00:00+00,Worcester,Autumn Lake Hartley Hall,1,0,,,,
5377,2020/05/06 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,4,9,,,,
5378,2020/05/06 14:00:00+00,Worcester,Gull Creek,1,0,,,,
5379,2020/05/13 14:00:00+00,Allegany,Cumberland Healthcare Center,30,78,,,,
5380,2020/05/13 14:00:00+00,Allegany,Moran Manor Nursing and Rehabilitation Center,0,1,,,,
5381,2020/05/13 14:00:00+00,Allegany,North Branch Correctional Institution,,,1,,0,
5382,2020/05/13 14:00:00+00,Allegany,Sterling Care Frostburg Village,1,2,,,,
5383,2020/05/13 14:00:00+00,Allegany,Western Correctional Institution,,,2,,0,
5384,2020/05/13 14:00:00+00,Anne Arundel,Arbor Terrace Waugh Chapel,2,3,,,,
5385,2020/05/13 14:00:00+00,Anne Arundel,Atria Manresa,3,12,,,,
5386,2020/05/13 14:00:00+00,Anne Arundel,Crofton Care and Rehabilitation,7,43,,,,
5387,2020/05/13 14:00:00+00,Anne Arundel,Dorsey Run Correctional Facility,,,29,,12,
5388,2020/05/13 14:00:00+00,Anne Arundel,Fairfield Nursing and Rehabilitation Center,25,33,,,,
5389,2020/05/13 14:00:00+00,Anne Arundel,FutureCare Chesapeake,49,77,,,,
5390,2020/05/13 14:00:00+00,Anne Arundel,Genesis Severna Park,2,7,,,,
5391,2020/05/13 14:00:00+00,Anne Arundel,Genesis Waugh Chapel,16,46,,,,
5392,2020/05/13 14:00:00+00,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,7,27,,,,
5393,2020/05/13 14:00:00+00,Anne Arundel,Inspiration Memory Care Linthicum,7,22,,,,
5394,2020/05/13 14:00:00+00,Anne Arundel,"Jessup Correctional Institution
*Including Baltimore Pretrial Complex (BPFJ)",,,45,,19,
5395,2020/05/13 14:00:00+00,Anne Arundel,Marley Neck Health and Rehabilitation Center,8,12,,,,
5396,2020/05/13 14:00:00+00,Anne Arundel,Maryland Correctional Institution - Jessup,,,16,,6,
5397,2020/05/13 14:00:00+00,Anne Arundel,Maryland Correctional Institution for Women,,,34,,15,
5398,2020/05/13 14:00:00+00,Anne Arundel,North Arundel Health and Rehabilitation Center,28,46,,,,
5399,2020/05/13 14:00:00+00,Anne Arundel,"Patuxent Institution
*Including Correctional Mental Health Center-Jessup",,,31,,19,
5400,2020/05/13 14:00:00+00,Anne Arundel,Regency Park Assisted Living,0,1,,,,
5401,2020/05/13 14:00:00+00,Anne Arundel,South River Healthcare Center,12,58,,,,
5402,2020/05/13 14:00:00+00,Anne Arundel,Spa Creek Center,7,7,,,,
5403,2020/05/13 14:00:00+00,Baltimore City,Arlington West Care Center,1,0,,,,
5404,2020/05/13 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,14,56,,,,
5405,2020/05/13 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,13,,2,
5406,2020/05/13 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
5407,2020/05/13 14:00:00+00,Baltimore City,Baltimore City Juvenile Justice Center,,,5,,,0
5408,2020/05/13 14:00:00+00,Baltimore City,Blue Point Healthcare Center,0,1,,,,
5409,2020/05/13 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,4,,0,
5410,2020/05/13 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,0,1,,,,
5411,2020/05/13 14:00:00+00,Baltimore City,Future Care Charles Village,15,75,,,,
5412,2020/05/13 14:00:00+00,Baltimore City,Future Care Irvington,17,39,,,,
5413,2020/05/13 14:00:00+00,Baltimore City,FutureCare Canton Harbor,8,11,,,,
5414,2020/05/13 14:00:00+00,Baltimore City,FutureCare Cold Spring,15,36,,,,
5415,2020/05/13 14:00:00+00,Baltimore City,FutureCare Good Samaritan,10,26,,,,
5416,2020/05/13 14:00:00+00,Baltimore City,FutureCare Homewood,3,4,,,,
5417,2020/05/13 14:00:00+00,Baltimore City,FutureCare Lochearn,75,156,,,,
5418,2020/05/13 14:00:00+00,Baltimore City,FutureCare Sandtown,16,29,,,,
5419,2020/05/13 14:00:00+00,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,37,55,,,,
5420,2020/05/13 14:00:00+00,Baltimore City,Manor Care Roland Park,3,2,,,,
5421,2020/05/13 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,27,,3,
5422,2020/05/13 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,38,,2,
5423,2020/05/13 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,4,4,,,,
5424,2020/05/13 14:00:00+00,Baltimore City,Peak Health Caton Manor,6,37,,,,
5425,2020/05/13 14:00:00+00,Baltimore City,Post Acute Care Center,14,48,,,,
5426,2020/05/13 14:00:00+00,Baltimore City,Roland Park Place,1,1,,,,
5427,2020/05/13 14:00:00+00,Baltimore City,Springwell Senior Living,5,4,,,,
5428,2020/05/13 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,17,16,,,,
5429,2020/05/13 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,11,55,,,,
5430,2020/05/13 14:00:00+00,Baltimore City,Youth Detention Center,,,2,,0,
5431,2020/05/13 14:00:00+00,Baltimore County,Arden Courts of Towson,4,27,,,,
5432,2020/05/13 14:00:00+00,Baltimore County,Atrium Village,6,16,,,,
5433,2020/05/13 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,1,2,,,,
5434,2020/05/13 14:00:00+00,Baltimore County,Autumn Lake Pikesville,9,60,,,,
5435,2020/05/13 14:00:00+00,Baltimore County,Baltimore County Detention Center,,,3,6,,
5436,2020/05/13 14:00:00+00,Baltimore County,Blakehurst Lifecare Community,1,0,,,,
5437,2020/05/13 14:00:00+00,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,,,,
5438,2020/05/13 14:00:00+00,Baltimore County,"Charles H. Hickey, Jr. School",,,2,,,0
5439,2020/05/13 14:00:00+00,Baltimore County,Charlestown Senior Living Community,21,21,,,,
5440,2020/05/13 14:00:00+00,Baltimore County,Chesapeake Treatment Center,2,2,,,,
5441,2020/05/13 14:00:00+00,Baltimore County,Edenwald,3,1,,,,
5442,2020/05/13 14:00:00+00,Baltimore County,Forest Haven Nursing & Rehab Center,25,64,,,,
5443,2020/05/13 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,36,76,,,,
5444,2020/05/13 14:00:00+00,Baltimore County,Futurecare Cherrywood,42,75,,,,
5445,2020/05/13 14:00:00+00,Baltimore County,FutureCare Courtland,6,26,,,,
5446,2020/05/13 14:00:00+00,Baltimore County,FutureCare Northpoint,9,19,,,,
5447,2020/05/13 14:00:00+00,Baltimore County,FutureCare Old Court,37,74,,,,
5448,2020/05/13 14:00:00+00,Baltimore County,Genesis Catonsville Commons,10,39,,,,
5449,2020/05/13 14:00:00+00,Baltimore County,Genesis Cromwell Center,7,39,,,,
5450,2020/05/13 14:00:00+00,Baltimore County,Genesis Eldercare Franklin Woods,2,0,,,,
5451,2020/05/13 14:00:00+00,Baltimore County,Genesis Loch Raven,20,69,,,,
5452,2020/05/13 14:00:00+00,Baltimore County,Genesis Multi-Medical Center,3,0,,,,
5453,2020/05/13 14:00:00+00,Baltimore County,Glen Meadows Retirement Community,1,0,,,,
5454,2020/05/13 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,7,36,,,,
5455,2020/05/13 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,4,2,,,,
5456,2020/05/13 14:00:00+00,Baltimore County,Lorien Mays Chapel,1,0,,,,
5457,2020/05/13 14:00:00+00,Baltimore County,Ma Maison Assisted Living,0,3,,,,
5458,2020/05/13 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,0,1,,,,
5459,2020/05/13 14:00:00+00,Baltimore County,ManorCare Health Services- Rossville,12,60,,,,
5460,2020/05/13 14:00:00+00,Baltimore County,ManorCare Health Services- Towson,6,4,,,,
5461,2020/05/13 14:00:00+00,Baltimore County,Maryland Masonic Homes,12,23,,,,
5462,2020/05/13 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,16,20,,,,
