DATE,COUNTY,FACILITY_NAME,"Staff:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities","Residents:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities",Staff:_State_and_Local_Affected_Facilities,Patients:_State_and_Local_Affected_Facilities,Inmates:_State_and_Local_Affected_Facilities,Youth:_State_and_Local_Affected_Facilities,OBJECTID
5/27/2020,Howard,Ellicott City Healthcare Center,35,109,N/A,N/A,N/A,N/A,1108
5/27/2020,Howard,HeartLands Senior Living Village at Ellicott City,1,2,N/A,N/A,N/A,N/A,1109
5/27/2020,Howard,Howard County Detention Center,N/A,N/A,3,0,N/A,N/A,1110
5/27/2020,Howard,Lorien Columbia,5,12,N/A,N/A,N/A,N/A,1111
5/27/2020,Howard,Lorien Elkridge,3,15,N/A,N/A,N/A,N/A,1112
5/27/2020,Howard,Lorien Harmony Hall,2,0,N/A,N/A,N/A,N/A,1113
5/27/2020,Howard,Lutheran Village at Miller's Grant,2,1,N/A,N/A,N/A,N/A,1114
5/27/2020,Howard,Morningside House of Ellicott City,4,5,N/A,N/A,N/A,N/A,1115
5/27/2020,Howard,Residences at Vantage Point,4,3,N/A,N/A,N/A,N/A,1116
5/27/2020,Howard,Shangri-La Assisted Living,1,2,N/A,N/A,N/A,N/A,1117
5/27/2020,Howard,Somerford Place Columbia,1,1,N/A,N/A,N/A,N/A,1118
5/27/2020,Howard,Sunrise of Columbia,9,12,N/A,N/A,N/A,N/A,1119
5/27/2020,Kent,Peak Healthcare Chestertown,13,60,N/A,N/A,N/A,N/A,1120
5/27/2020,Kent,The Resort at Chester Manor,9,27,N/A,N/A,N/A,N/A,1121
5/27/2020,Montgomery,Alfred D. Noyes Children's Center,N/A,N/A,1,N/A,N/A,0,1122
5/27/2020,Montgomery,Alfred House One,0,1,N/A,N/A,N/A,N/A,1123
5/27/2020,Montgomery,Arcola Health and Rehabilitation Center,15,22,N/A,N/A,N/A,N/A,1124
5/27/2020,Montgomery,Arden Courts of Kensington,3,23,N/A,N/A,N/A,N/A,1125
5/27/2020,Montgomery,Arden Courts of Silver Spring,5,43,N/A,N/A,N/A,N/A,1126
5/27/2020,Montgomery,Aspenwood Senior Living Community,1,2,N/A,N/A,N/A,N/A,1127
5/27/2020,Montgomery,Autumn Lake Healthcare at Oakview,18,63,N/A,N/A,N/A,N/A,1128
5/27/2020,Montgomery,Bel Pre Healthcare Center,11,50,N/A,N/A,N/A,N/A,1129
5/27/2020,Montgomery,Bethesda Health and Rehab,23,68,N/A,N/A,N/A,N/A,1130
5/27/2020,Montgomery,Brighton Gardens at Friendship Heights,0,2,N/A,N/A,N/A,N/A,1131
5/27/2020,Montgomery,Brighton Gardens of Tuckerman Lane,19,24,N/A,N/A,N/A,N/A,1132
5/27/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,2,N/A,N/A,N/A,N/A,1133
5/27/2020,Montgomery,Brightview West End - Brightview Senior Living,5,4,N/A,N/A,N/A,N/A,1134
5/27/2020,Montgomery,Brookdale Olney,1,5,N/A,N/A,N/A,N/A,1135
5/27/2020,Montgomery,Brookdale Potomac Assisted Living,4,15,N/A,N/A,N/A,N/A,1136
5/27/2020,Montgomery,Brooke Grove Retirement Community,26,61,N/A,N/A,N/A,N/A,1137
5/27/2020,Montgomery,Brookeville House,2,3,N/A,N/A,N/A,N/A,1138
5/27/2020,Montgomery,Cadia Healthcare Wheaton,11,35,N/A,N/A,N/A,N/A,1139
5/27/2020,Montgomery,Cedar Creek Memory Care Homes- Maple Ridge,10,11,N/A,N/A,N/A,N/A,1140
5/27/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,42,103,N/A,N/A,N/A,N/A,1141
5/27/2020,Montgomery,Fairland Center,7,3,N/A,N/A,N/A,N/A,1142
5/27/2020,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,N/A,N/A,N/A,N/A,1143
5/27/2020,Montgomery,Friends House Retirement Community,14,18,N/A,N/A,N/A,N/A,1144
5/27/2020,Montgomery,Hebrew Home of Greater Washington,50,57,N/A,N/A,N/A,N/A,1145
5/27/2020,Montgomery,JK House of Grace,7,14,N/A,N/A,N/A,N/A,1146
5/27/2020,Montgomery,Kensington Healthcare Center,8,53,N/A,N/A,N/A,N/A,1147
5/27/2020,Montgomery,Kensington Park,31,29,N/A,N/A,N/A,N/A,1148
5/27/2020,Montgomery,Kindley Assisted Living at Asbury Methodist Village,5,2,N/A,N/A,N/A,N/A,1149
5/27/2020,Montgomery,Layhill Center,3,11,N/A,N/A,N/A,N/A,1150
5/27/2020,Montgomery,Manor Care Silver Spring,29,69,N/A,N/A,N/A,N/A,1151
5/27/2020,Montgomery,Manor Care Wheaton,17,58,N/A,N/A,N/A,N/A,1152
5/27/2020,Montgomery,ManorCare Health Services - Chevy Chase,14,39,N/A,N/A,N/A,N/A,1153
5/27/2020,Montgomery,ManorCare Health Services Bethesda,13,53,N/A,N/A,N/A,N/A,1154
5/27/2020,Montgomery,ManorCare Potomac,22,54,N/A,N/A,N/A,N/A,1155
5/27/2020,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",9,2,N/A,N/A,N/A,N/A,1156
5/27/2020,Montgomery,Marian Assisted Living,4,18,N/A,N/A,N/A,N/A,1157
5/27/2020,Montgomery,Montgomery Village Health Care Center,27,57,N/A,N/A,N/A,N/A,1158
5/27/2020,Montgomery,Oak Manor Center,7,12,N/A,N/A,N/A,N/A,1159
5/27/2020,Montgomery,Olney Memory Care,6,9,N/A,N/A,N/A,N/A,1160
5/27/2020,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,45,92,N/A,N/A,N/A,N/A,1161
5/27/2020,Montgomery,Regency Care of Silver Spring,33,54,N/A,N/A,N/A,N/A,1162
5/27/2020,Montgomery,Seabury at Springvale Terrace,4,0,N/A,N/A,N/A,N/A,1163
5/27/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,18,37,N/A,N/A,N/A,N/A,1164
5/27/2020,Montgomery,Sligo Creek Center - Genesis Healthcare,3,15,N/A,N/A,N/A,N/A,1165
5/27/2020,Montgomery,Sunrise at Montgomery Village,25,22,N/A,N/A,N/A,N/A,1166
5/27/2020,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,9,10,N/A,N/A,N/A,N/A,1167
5/27/2020,Montgomery,Sunrise Senior Living Bethesda,26,16,N/A,N/A,N/A,N/A,1168
5/27/2020,Montgomery,The Landing of Silver Spring,16,14,N/A,N/A,N/A,N/A,1169
5/27/2020,Montgomery,The Manor,1,1,N/A,N/A,N/A,N/A,1170
5/27/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,1171
5/27/2020,Montgomery,Village at Rockville,13,32,N/A,N/A,N/A,N/A,1172
5/27/2020,Montgomery,Wilson Health Care Center at Asbury Methodist Village,37,77,N/A,N/A,N/A,N/A,1173
5/27/2020,Prince George's,Adelphi Nursing and Rehabilitation,14,51,N/A,N/A,N/A,N/A,1174
5/27/2020,Prince George's,Arbor Terrace Senior Living,0,1,N/A,N/A,N/A,N/A,1175
5/27/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,22,99,N/A,N/A,N/A,N/A,1176
5/27/2020,Prince George's,Bradford Oaks Center,12,0,N/A,N/A,N/A,N/A,1177
5/27/2020,Prince George's,Brookdale Woodward Estates,5,13,N/A,N/A,N/A,N/A,1178
5/27/2020,Prince George's,Cadia Hyattsville,31,35,N/A,N/A,N/A,N/A,1179
5/27/2020,Prince George's,Cheltenham Youth Detention Center,N/A,N/A,1,N/A,N/A,0,1180
5/27/2020,Prince George's,Clinton Nursing and Rehabilitation Center,40,156,N/A,N/A,N/A,N/A,1181
5/27/2020,Prince George's,Collington,6,11,N/A,N/A,N/A,N/A,1182
5/27/2020,Prince George's,Crescent Cities,7,34,N/A,N/A,N/A,N/A,1183
5/27/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,14,29,N/A,N/A,N/A,N/A,1184
5/27/2020,Prince George's,Forestville Healthcare Center,12,40,N/A,N/A,N/A,N/A,1185
5/27/2020,Prince George's,Fort Washington Health Center,10,38,N/A,N/A,N/A,N/A,1186
5/27/2020,Prince George's,Future Care Capitol Region,23,37,N/A,N/A,N/A,N/A,1187
5/27/2020,Prince George's,Future Care Pineview,23,42,N/A,N/A,N/A,N/A,1188
5/27/2020,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",26,37,N/A,N/A,N/A,N/A,1189
5/27/2020,Prince George's,Hyattsville Health and Rehab,11,44,N/A,N/A,N/A,N/A,1190
5/27/2020,Prince George's,Largo Nursing & Rehabilitation Center,11,23,N/A,N/A,N/A,N/A,1191
5/27/2020,Prince George's,Larkin Chase Center,25,80,N/A,N/A,N/A,N/A,1192
5/27/2020,Prince George's,Patuxent River Health and Rehabilitation Center,20,42,N/A,N/A,N/A,N/A,1193
5/27/2020,Prince George's,Prince George's County Jail,N/A,N/A,35,20,N/A,N/A,1194
5/27/2020,Prince George's,Riderwood Village - Arbor Ridge,60,59,N/A,N/A,N/A,N/A,1195
5/27/2020,Prince George's,Sacred Heart Home Inc,12,12,N/A,N/A,N/A,N/A,1196
5/27/2020,Prince George's,Villa Rosa Nursing & Rehabilitation Center,4,22,N/A,N/A,N/A,N/A,1197
5/27/2020,Queen Anne's,Corsica Hills Center,6,7,N/A,N/A,N/A,N/A,1198
5/27/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,0,N/A,1199
5/27/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,0,N/A,1200
5/27/2020,Somerset,Manokin Rehab and Healthcare Services,0,1,N/A,N/A,N/A,N/A,1201
5/27/2020,Somerset,Somerset County Detention Center,N/A,N/A,2,0,N/A,N/A,1202
5/27/2020,St. Mary's,Charlotte Hall Veterans Home,50,122,N/A,N/A,N/A,N/A,1203
5/27/2020,St. Mary's,Chesapeake Shores,6,2,N/A,N/A,N/A,N/A,1204
5/27/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,1,N/A,0,N/A,1205
5/27/2020,St. Mary's,St. Mary's County Detention Center,N/A,N/A,1,0,N/A,N/A,1206
5/27/2020,Talbot,Bayleigh Chase,1,0,N/A,N/A,N/A,N/A,1207
5/27/2020,Talbot,Peake Healthcare at the Pines,0,2,N/A,N/A,N/A,N/A,1208
5/27/2020,Washington,Cadia Healthcare - Hagerstown,1,0,N/A,N/A,N/A,N/A,1209
5/27/2020,Washington,Fahrney Keedy Memorial Home and Village,1,0,N/A,N/A,N/A,N/A,1210
5/27/2020,Washington,Homewood Hilltop,1,5,N/A,N/A,N/A,N/A,1211
5/27/2020,Washington,Maryland Correctional Institution Hagerstown,N/A,N/A,1,N/A,0,N/A,1212
5/27/2020,Washington,Maryland Correctional Training Center,N/A,N/A,4,N/A,0,N/A,1213
5/27/2020,Washington,Ravenwood Nursing Care Center,2,0,N/A,N/A,N/A,N/A,1214
5/27/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,1215
5/27/2020,Washington,Sterling Care South Mountain,6,27,N/A,N/A,N/A,N/A,1216
5/27/2020,Wicomico,Anchorage Healthcare Center,5,25,N/A,N/A,N/A,N/A,1217
5/27/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,44,62,N/A,N/A,N/A,N/A,1218
5/27/2020,Wicomico,Sterling Care at Harbor Point,1,0,N/A,N/A,N/A,N/A,1219
5/27/2020,Worcester,Berlin Nursing and Rehabilitation Center,22,57,N/A,N/A,N/A,N/A,1220
5/27/2020,Worcester,Gull Creek,2,0,N/A,N/A,N/A,N/A,1221
5/27/2020,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,N/A,N/A,N/A,N/A,1222
6/3/2020,Allegany,Cumberland Healthcare Center,36,88,N/A,N/A,N/A,N/A,1223
6/3/2020,Allegany,Moran Manor Nursing and Rehabilitation Center,0,1,N/A,N/A,N/A,N/A,1224
6/3/2020,Allegany,North Branch Correctional Institution,N/A,N/A,1,N/A,0,N/A,1225
6/3/2020,Allegany,Sterling Care Frostburg Village,1,2,N/A,N/A,N/A,N/A,1226
6/3/2020,Allegany,The Thomas B. Finan Center,N/A,N/A,0,1,N/A,N/A,1227
6/3/2020,Allegany,Western Correctional Institution,N/A,N/A,2,N/A,0,N/A,1228
6/3/2020,Anne Arundel,Anna Politan Assisted Living,0,1,N/A,N/A,N/A,N/A,1229
6/3/2020,Anne Arundel,Anne Arundel Detention Center Jennifer Road,N/A,N/A,1,0,N/A,N/A,1230
6/3/2020,Anne Arundel,Baywoods of Annapolis,8,8,N/A,N/A,N/A,N/A,1231
6/3/2020,Anne Arundel,Brightview South River - Senior Assisted Living and Memory Care,2,1,N/A,N/A,N/A,N/A,1232
6/3/2020,Anne Arundel,Crofton Care and Rehabilitation,10,46,N/A,N/A,N/A,N/A,1233
6/3/2020,Anne Arundel,Dorsey Run Correctional Facility,N/A,N/A,34,N/A,14,N/A,1234
6/3/2020,Anne Arundel,Genesis Hammonds Lane,0,1,N/A,N/A,N/A,N/A,1235
6/3/2020,Anne Arundel,Genesis Severna Park,5,10,N/A,N/A,N/A,N/A,1236
6/3/2020,Anne Arundel,Genesis Waugh Chapel,17,57,N/A,N/A,N/A,N/A,1237
6/3/2020,Anne Arundel,Ginger Cove,30,16,N/A,N/A,N/A,N/A,1238
6/3/2020,Anne Arundel,Glen Burnie Health and Rehabilitation Center,8,42,N/A,N/A,N/A,N/A,1239
6/3/2020,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,9,32,N/A,N/A,N/A,N/A,1240
6/3/2020,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),N/A,N/A,55,N/A,76,N/A,1241
6/3/2020,Anne Arundel,Marley Neck Health and Rehabilitation Center,9,24,N/A,N/A,N/A,N/A,1242
6/3/2020,Anne Arundel,Maryland Correctional Institution - Jessup,N/A,N/A,30,N/A,13,N/A,1243
6/3/2020,Anne Arundel,Maryland Correctional Institution for Women,N/A,N/A,52,N/A,15,N/A,1244
6/3/2020,Anne Arundel,North Arundel Health and Rehabilitation Center,29,49,N/A,N/A,N/A,N/A,1245
6/3/2020,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,N/A,N/A,56,N/A,19,N/A,1246
6/3/2020,Anne Arundel,Regency Park Assisted Living,0,11,N/A,N/A,N/A,N/A,1247
6/3/2020,Anne Arundel,Somerford Assisted Living,6,7,N/A,N/A,N/A,N/A,1248
6/3/2020,Anne Arundel,Spa Creek Center,15,30,N/A,N/A,N/A,N/A,1249
6/3/2020,Anne Arundel,Waxter Center,N/A,N/A,1,N/A,N/A,0,1250
6/3/2020,Baltimore City,Arlington West Care Center,3,0,N/A,N/A,N/A,N/A,1251
6/3/2020,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,58,N/A,N/A,N/A,N/A,1252
6/3/2020,Baltimore City,Baltimore Central Booking and Intake Center,N/A,N/A,31,N/A,28,N/A,1253
6/3/2020,Baltimore City,Baltimore City Correctional Center,N/A,N/A,2,N/A,0,N/A,1254
6/3/2020,Baltimore City,Baltimore City Juvenile Justice Center,N/A,N/A,2,N/A,N/A,0,1255
6/3/2020,Baltimore City,Blue Point Healthcare Center,16,39,N/A,N/A,N/A,N/A,1256
6/3/2020,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),N/A,N/A,5,N/A,1,N/A,1257
6/3/2020,Baltimore City,Esther's Place at Pinewood,1,11,N/A,N/A,N/A,N/A,1258
6/3/2020,Baltimore City,Fayette Health and Rehabilitation Center,34,35,N/A,N/A,N/A,N/A,1259
6/3/2020,Baltimore City,Future Care Irvington,39,75,N/A,N/A,N/A,N/A,1260
6/3/2020,Baltimore City,FutureCare Canton Harbor,9,12,N/A,N/A,N/A,N/A,1261
6/3/2020,Baltimore City,FutureCare Cold Spring,16,36,N/A,N/A,N/A,N/A,1262
6/3/2020,Baltimore City,FutureCare Good Samaritan,17,31,N/A,N/A,N/A,N/A,1263
6/3/2020,Baltimore City,FutureCare Homewood,3,4,N/A,N/A,N/A,N/A,1264
6/3/2020,Baltimore City,FutureCare Lochearn,98,158,N/A,N/A,N/A,N/A,1265
6/3/2020,Baltimore City,FutureCare Sandtown,49,58,N/A,N/A,N/A,N/A,1266
6/3/2020,Baltimore City,Genesis Homewood Center,0,1,N/A,N/A,N/A,N/A,1267
6/3/2020,Baltimore City,Keswick Multi-Care Center,14,16,N/A,N/A,N/A,N/A,1268
6/3/2020,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,41,58,N/A,N/A,N/A,N/A,1269
6/3/2020,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",N/A,N/A,28,N/A,3,N/A,1270
6/3/2020,Baltimore City,Metropolitan Transition Center,N/A,N/A,41,N/A,15,N/A,1271
6/3/2020,Baltimore City,Northwest Health and Rehab Center,2,0,N/A,N/A,N/A,N/A,1272
6/3/2020,Baltimore City,Nursing and Rehab Center at Stadium Place,8,3,N/A,N/A,N/A,N/A,1273
6/3/2020,Baltimore City,Peak Health Caton Manor,13,38,N/A,N/A,N/A,N/A,1274
6/3/2020,Baltimore City,Post Acute Care Center,20,73,N/A,N/A,N/A,N/A,1275
6/3/2020,Baltimore City,Roland Park Place,9,11,N/A,N/A,N/A,N/A,1276
6/3/2020,Baltimore City,Rosemarie Manor Inc.,1,0,N/A,N/A,N/A,N/A,1277
6/3/2020,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,26,N/A,N/A,N/A,N/A,1278
6/3/2020,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,18,62,N/A,N/A,N/A,N/A,1279
6/3/2020,Baltimore City,Youth Detention Center,N/A,N/A,2,N/A,1,N/A,1280
6/3/2020,Baltimore County,Arden Courts of Pikesville,0,1,N/A,N/A,N/A,N/A,1281
6/3/2020,Baltimore County,Atrium Village,6,12,N/A,N/A,N/A,N/A,1282
6/3/2020,Baltimore County,Autumn Lake Healthcare at Riverview,14,6,N/A,N/A,N/A,N/A,1283
6/3/2020,Baltimore County,Autumn Lake Pikesville,10,61,N/A,N/A,N/A,N/A,1284
6/3/2020,Baltimore County,Baltimore County Detention Center,N/A,N/A,5,8,N/A,N/A,1285
6/3/2020,Baltimore County,Blakehurst Lifecare Community,6,0,N/A,N/A,N/A,N/A,1286
6/3/2020,Baltimore County,Brightview White Marsh - Brightview Senior Living,3,0,N/A,N/A,N/A,N/A,1287
6/3/2020,Baltimore County,Broadmead,5,13,N/A,N/A,N/A,N/A,1288
6/3/2020,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,N/A,N/A,N/A,N/A,1289
6/3/2020,Baltimore County,"Charles H. Hickey, Jr. School",N/A,N/A,1,N/A,N/A,0,1290
6/3/2020,Baltimore County,Charlestown Senior Living Community,34,31,N/A,N/A,N/A,N/A,1291
6/3/2020,Baltimore County,Edenwald,4,0,N/A,N/A,N/A,N/A,1292
6/3/2020,Baltimore County,Forest Haven Nursing & Rehab Center,28,71,N/A,N/A,N/A,N/A,1293
6/3/2020,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,37,74,N/A,N/A,N/A,N/A,1294
6/3/2020,Baltimore County,Futurecare Cherrywood,54,95,N/A,N/A,N/A,N/A,1295
6/3/2020,Baltimore County,FutureCare Courtland,26,72,N/A,N/A,N/A,N/A,1296
6/3/2020,Baltimore County,FutureCare Northpoint,26,35,N/A,N/A,N/A,N/A,1297
6/3/2020,Baltimore County,FutureCare Old Court,44,80,N/A,N/A,N/A,N/A,1298
6/3/2020,Baltimore County,Genesis Catonsville Commons,14,52,N/A,N/A,N/A,N/A,1299
6/3/2020,Baltimore County,Genesis Cromwell Center,11,43,N/A,N/A,N/A,N/A,1300
6/3/2020,Baltimore County,Genesis Loch Raven,21,69,N/A,N/A,N/A,N/A,1301
6/3/2020,Baltimore County,Genesis Multi-Medical Center,4,1,N/A,N/A,N/A,N/A,1302
6/3/2020,Baltimore County,Glen Meadows Retirement Community,3,16,N/A,N/A,N/A,N/A,1303
6/3/2020,Baltimore County,Heritage Center Genesis Eldercare,8,37,N/A,N/A,N/A,N/A,1304
6/3/2020,Baltimore County,Holly Hills Manor,16,24,N/A,N/A,N/A,N/A,1305
6/3/2020,Baltimore County,King David Nursing and Rehabilitation Center,6,6,N/A,N/A,N/A,N/A,1306
6/3/2020,Baltimore County,Little Sisters of the Poor,4,0,N/A,N/A,N/A,N/A,1307
6/3/2020,Baltimore County,Lorien Mays Chapel,2,0,N/A,N/A,N/A,N/A,1308
6/3/2020,Baltimore County,ManorCare Health Services - Ruxton,15,30,N/A,N/A,N/A,N/A,1309
6/3/2020,Baltimore County,ManorCare Health Services- Rossville,19,61,N/A,N/A,N/A,N/A,1310
6/3/2020,Baltimore County,ManorCare Health Services- Towson,4,6,N/A,N/A,N/A,N/A,1311
6/3/2020,Baltimore County,ManorCare Health Services- Towson,1,1,N/A,N/A,N/A,N/A,1312
6/3/2020,Baltimore County,Maria Health Care Center,6,0,N/A,N/A,N/A,N/A,1313
6/3/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,18,28,N/A,N/A,N/A,N/A,1314
6/3/2020,Baltimore County,North Oak,2,3,N/A,N/A,N/A,N/A,1315
6/3/2020,Baltimore County,Northwest Hospital Center - Subacute rehab facility,10,7,N/A,N/A,N/A,N/A,1316
6/3/2020,Baltimore County,Oak Crest,19,30,N/A,N/A,N/A,N/A,1317
6/3/2020,Baltimore County,Oakwood Care Center,18,76,N/A,N/A,N/A,N/A,1318
6/3/2020,Baltimore County,Orchard Hill Health and Rehab,7,47,N/A,N/A,N/A,N/A,1319
6/3/2020,Baltimore County,Paradise Assisted Living,1,0,N/A,N/A,N/A,N/A,1320
6/3/2020,Baltimore County,Patapsco Valley Center,22,54,N/A,N/A,N/A,N/A,1321
6/3/2020,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,3,N/A,N/A,N/A,N/A,1322
6/3/2020,Baltimore County,Ridgeway Manor,13,19,N/A,N/A,N/A,N/A,1323
6/3/2020,Baltimore County,Stella Maris,27,24,N/A,N/A,N/A,N/A,1324
6/3/2020,Baltimore County,Summit Park Health & Rehabilitation Center,16,23,N/A,N/A,N/A,N/A,1325
6/3/2020,Baltimore County,Sunrise of Pikesville,9,7,N/A,N/A,N/A,N/A,1326
6/3/2020,Baltimore County,Village at Augsburg -- Assisted Living,1,2,N/A,N/A,N/A,N/A,1327
6/3/2020,Baltimore County,Village at Augsburg -- Nursing Home,42,77,N/A,N/A,N/A,N/A,1328
6/3/2020,Baltimore County,Woodholme Garden,1,0,N/A,N/A,N/A,N/A,1329
6/3/2020,Calvert,Asbury Solomons,2,0,N/A,N/A,N/A,N/A,1330
6/3/2020,Calvert,Solomons Nursing Center,1,1,N/A,N/A,N/A,N/A,1331
6/3/2020,Caroline,Autumn Lake Healthcare at Denton,0,1,N/A,N/A,N/A,N/A,1332
6/3/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,1333
6/3/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,0,28,N/A,N/A,N/A,N/A,1334
6/3/2020,Carroll,Carroll Lutheran Village,15,44,N/A,N/A,N/A,N/A,1335
6/3/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,17,N/A,7,N/A,1336
6/3/2020,Carroll,Copper Ridge,0,3,N/A,N/A,N/A,N/A,1337
6/3/2020,Carroll,Fairhaven,23,47,N/A,N/A,N/A,N/A,1338
6/3/2020,Carroll,Longview Nursing Home Inc.,12,34,N/A,N/A,N/A,N/A,1339
6/3/2020,Carroll,Lorien Mount Airy,17,14,N/A,N/A,N/A,N/A,1340
6/3/2020,Carroll,Lorien Taneytown,0,2,N/A,N/A,N/A,N/A,1341
6/3/2020,Carroll,Silver Oak Academy,18,27,N/A,N/A,N/A,N/A,1342
6/3/2020,Carroll,Springfield Hospital Center,N/A,N/A,15,5,N/A,N/A,1343
6/3/2020,Carroll,Westminster Healthcare Center,12,65,N/A,N/A,N/A,N/A,1344
6/3/2020,Cecil,Calvert Manor Healthcare Center,17,112,N/A,N/A,N/A,N/A,1345
6/3/2020,Charles,Genesis La Plata,8,0,N/A,N/A,N/A,N/A,1346
6/3/2020,Charles,Genesis Waldorf,4,0,N/A,N/A,N/A,N/A,1347
6/3/2020,Charles,Morningside House of St Charles,0,1,N/A,N/A,N/A,N/A,1348
6/3/2020,Charles,Restore Health Rehabilitation Center,6,10,N/A,N/A,N/A,N/A,1349
6/3/2020,Charles,The Charleston Senior Community,10,34,N/A,N/A,N/A,N/A,1350
6/3/2020,Dorchester,Chesapeake Woods Center,4,3,N/A,N/A,N/A,N/A,1351
6/3/2020,Dorchester,Dorcester County Detention Center,N/A,N/A,3,0,N/A,N/A,1352
6/3/2020,Dorchester,Eastern Shore Hospital Center,N/A,N/A,3,0,N/A,N/A,1353
6/3/2020,Dorchester,Signature Healthcare at Mallard Bay,1,0,N/A,N/A,N/A,N/A,1354
6/3/2020,Frederick,Ballenger Creek - Genesis Healthcare,53,89,N/A,N/A,N/A,N/A,1355
6/3/2020,Frederick,Citizens Care and Rehabilitation Center - Frederick,14,14,N/A,N/A,N/A,N/A,1356
6/3/2020,Frederick,Country Meadows of Frederick,22,30,N/A,N/A,N/A,N/A,1357
6/3/2020,Frederick,Glade Valley Center - Genesis Healthcare,9,19,N/A,N/A,N/A,N/A,1358
6/3/2020,Frederick,HeartFields Assisted Living at Frederick,18,10,N/A,N/A,N/A,N/A,1359
6/3/2020,Frederick,Homewood at Frederick,46,43,N/A,N/A,N/A,N/A,1360
6/3/2020,Frederick,Montevue Assisted Living,0,5,N/A,N/A,N/A,N/A,1361
6/3/2020,Frederick,Northampton Manor Nursing and Rehabilitation Center,21,68,N/A,N/A,N/A,N/A,1362
6/3/2020,Frederick,Somerford House Frederick,8,3,N/A,N/A,N/A,N/A,1363
6/3/2020,Garrett,Dennett Road Manor,3,4,N/A,N/A,N/A,N/A,1364
6/3/2020,Harford,Bel Air Health and Rehabilitation Center,31,85,N/A,N/A,N/A,N/A,1365
6/3/2020,Harford,Citizens Care and Rehabilitation Center - Havre de Grace,1,0,N/A,N/A,N/A,N/A,1366
6/3/2020,Howard,Arbor Terrace Fulton,6,1,N/A,N/A,N/A,N/A,1367
6/3/2020,Howard,Ellicott City Healthcare Center,35,109,N/A,N/A,N/A,N/A,1368
6/3/2020,Howard,HeartLands Senior Living Village at Ellicott City,1,2,N/A,N/A,N/A,N/A,1369
6/3/2020,Howard,Howard County Detention Center,N/A,N/A,3,0,N/A,N/A,1370
6/3/2020,Howard,Lorien Columbia,5,19,N/A,N/A,N/A,N/A,1371
6/3/2020,Howard,Lorien Elkridge,3,15,N/A,N/A,N/A,N/A,1372
6/3/2020,Howard,Lorien Harmony Hall,2,0,N/A,N/A,N/A,N/A,1373
6/3/2020,Howard,Lutheran Village at Miller's Grant,7,1,N/A,N/A,N/A,N/A,1374
6/3/2020,Howard,Morningside House of Ellicott City,3,10,N/A,N/A,N/A,N/A,1375
6/3/2020,Howard,Residences at Vantage Point,20,6,N/A,N/A,N/A,N/A,1376
6/3/2020,Howard,Shangri-La Assisted Living,1,2,N/A,N/A,N/A,N/A,1377
6/3/2020,Howard,Somerford Place Columbia,6,19,N/A,N/A,N/A,N/A,1378
6/3/2020,Howard,Sunrise of Columbia,8,17,N/A,N/A,N/A,N/A,1379
6/3/2020,Kent,Peak Healthcare Chestertown,13,60,N/A,N/A,N/A,N/A,1380
6/3/2020,Kent,The Resort at Chester Manor,10,34,N/A,N/A,N/A,N/A,1381
6/3/2020,Montgomery,Alfred D. Noyes Children's Center,N/A,N/A,1,N/A,N/A,0,1382
